id	abstract_id	type	entity_1_id	entity_2_id	novel
964	17255138	Positive_Correlation	D009288	D009203	Novel
965	17255138	Positive_Correlation	D009203	D052246	No
966	17255138	Association	C105934	D006471	Novel
967	17255138	Association	C105934	D009203	Novel
968	17255138	Association	C116926	D006471	Novel
969	17255138	Association	C116926	D009203	Novel
970	17255138	Association	D000082	D006471	Novel
971	17255138	Association	D000082	D009203	Novel
972	17255138	Negative_Correlation	D001241	C105934	Novel
973	17255138	Negative_Correlation	D001241	C116926	Novel
974	17255138	Negative_Correlation	D001241	D000082	Novel
975	17255138	Negative_Correlation	D001241	D000894	Novel
976	17255138	Association	D000894	D009203	Novel
977	17255138	Comparison	D000894	D000082	Novel
978	17255138	Comparison	D052246	D000082	Novel
979	17255138	Comparison	D052246	D000894	Novel
980	17297207	Negative_Correlation	D018879	D001224	Novel
981	17297207	Negative_Correlation	D018879	D008012	Novel
982	17297207	Negative_Correlation	D007565	D011803	No
983	17297207	Negative_Correlation	D011803	D016778	No
984	17297207	Positive_Correlation	D011803	D012848	Novel
985	17297207	Positive_Correlation	D011803	D018879	Novel
986	17297207	Positive_Correlation	D011803	D006331	Novel
987	17297207	Positive_Correlation	D011803	D001145	No
988	17304550	Association	D002658	255928	Novel
989	17304550	Association	D001927	255928	Novel
990	17304550	Association	D012640	255928	Novel
991	17304550	Association	D058627	255928	Novel
992	17304550	Association	255928	D002118	No
993	17304550	Association	255928	D009421	Novel
994	17344330	Positive_Correlation	D016171	D008691	No
995	17344330	Negative_Correlation	D002047	D006556	No
996	17344330	Comparison	D002047	D008691	No
997	17344330	Association	D008691	D000701	No
998	17344330	Negative_Correlation	D008691	D006556	No
999	17344330	Positive_Correlation	D008691	D008133	Novel
1000	17344330	Positive_Correlation	D008691	D013575	Novel
1001	17345627	Association	D002357	650	No
1002	17345627	Association	D002357	649	No
1003	17345627	Association	D002357	653	No
1004	17345627	Association	D002357	652	No
1005	17345627	Association	D001847	650	No
1006	17345627	Association	D001847	649	No
1007	17345627	Association	D001847	653	No
1008	17345627	Association	D001847	652	No
1009	17345627	Association	653	D009221	Novel
1010	17345627	Association	653	D004427	Novel
1011	17345627	Association	D009999	653	Novel
1012	17345627	Association	D009999	652	Novel
1013	17345627	Association	652	D009221	Novel
1014	17345627	Association	652	D004427	Novel
1015	17345627	Association	D001848	653	Novel
1016	17345627	Association	D001848	652	Novel
1017	17395743	Positive_Correlation	rs2648875	D007676	Novel
1018	17395743	Positive_Correlation	rs2720709	D007676	Novel
1019	17395743	Association	D003924	rs2648875	Novel
1020	17395743	Association	D003924	rs2720709	Novel
1021	17395743	Association	5820	D003920	Novel
1022	17395743	Association	5820	D003924	Novel
1023	17395743	Association	5820	D007676	Novel
1024	17491223	Association	D004280	D007511	No
1025	17491223	Positive_Correlation	D004280	D017202	No
1026	17549393	Bind	3664	4086	No
1027	17549393	Association	3664	C536528	No
1028	17549393	Positive_Correlation	C536528	c|SUB|C|201|A	Novel
1029	17549393	Positive_Correlation	p|SUB|Y|67|X	C536528	Novel
1030	17595233	Association	7097	D015212	Novel
1031	17595233	Association	7099	D015212	Novel
1032	17595233	Negative_Correlation	p|SUB|P|631|H	D015212	Novel
1033	17595233	Negative_Correlation	rs4986790	D015212	Novel
1034	17595233	Association	64127	D015212	Novel
1035	17595233	Association	D003424	64127	Novel
1036	17595233	Association	D003424	10392	Novel
1037	17600377	Association	C008316	C495469	Novel
1038	17600377	Positive_Correlation	D003072	D012601	No
1039	17600377	Positive_Correlation	D003072	C544092	No
1040	17600377	Association	C524754	C495469	Novel
1041	17600377	Association	C524754	C008316	Novel
1042	17600377	Negative_Correlation	C524754	D009410	Novel
1043	17600377	Negative_Correlation	C524754	D000544	Novel
1044	17600377	Negative_Correlation	C524754	D045304	Novel
1045	17600377	Negative_Correlation	C524754	25402	Novel
1046	17600377	Negative_Correlation	C524754	D017382	Novel
1047	17600377	Association	C524754	C544092	Novel
1048	17600377	Association	C524754	D003704	Novel
1049	17600377	Negative_Correlation	C524754	D003072	Novel
1050	17628794	Positive_Correlation	p|SUB|V|16|A	D052878	Novel
1051	17628794	Association	D052878	6648	No
1052	17628794	Association	6648	D002137	No
1053	17634480	Positive_Correlation	D017382	D009369	No
1054	17634480	Association	2879	D003643	Novel
1055	17634480	Association	2879	D001943	Novel
1056	17634480	Positive_Correlation	rs713041	D003643	Novel
1057	17634480	Positive_Correlation	D001943	rs757229	Novel
1058	17634480	Positive_Correlation	D001943	rs713041	Novel
1059	17671735	Positive_Correlation	rs80338939	D034381	No
1060	17671735	Positive_Correlation	c|SUB|G|-3170|A	D034381	Novel
1061	17671735	Association	2706	D034381	No
1062	17683901	Association	2261	D000130	No
1063	17683901	Positive_Correlation	rs28931614	D000130	No
1064	17854040	Association	D019259	D015658	No
1065	17854040	Negative_Correlation	D019259	D006509	No
1066	17879945	Association	5468	948	No
1067	17879945	Association	948	D002788	Novel
1068	17879945	Negative_Correlation	D004958	948	Novel
1069	17879945	Negative_Correlation	D004958	D002788	Novel
1070	17879945	Positive_Correlation	D019438	5468	Novel
1071	17879945	Positive_Correlation	D019438	948	Novel
1072	17879945	Association	D019438	D004958	Novel
1073	17879945	Positive_Correlation	D019438	D050197	No
1074	17879945	Negative_Correlation	D019438	D002788	Novel
1075	17879945	Negative_Correlation	D004967	D002788	Novel
1076	17910065	Association	4487	C538049	No
1077	17910065	Positive_Correlation	rs121917720	C538049	Novel
1078	17910065	Association	5083	C538049	Novel
1079	17951029	Positive_Correlation	p|SUB|E||X	D005489	Novel
1080	17951029	Positive_Correlation	c|SUB|G|898|T	D005489	Novel
1081	17951029	Association	D005489	64840	Novel
1082	17951029	Positive_Correlation	p|SUB|E|300|X	D005489	Novel
1083	17959715	Positive_Correlation	rs1800734	D009369	Novel
1084	17959715	Association	rs1800734	D006689	Novel
1085	17959715	Association	rs1800734	D001943	Novel
1086	17959715	Association	rs1800734	D015470	Novel
1087	17959715	Association	4292	D009369	Novel
1088	17959715	Association	4292	D006689	Novel
1089	17959715	Association	4292	D001943	Novel
1090	17959715	Association	4292	D015470	Novel
1091	17965424	Positive_Correlation	D004487	D004008	No
1092	17965424	Positive_Correlation	D004487	D000077613	No
1093	17965424	Positive_Correlation	D006973	D004008	No
1094	17965424	Positive_Correlation	D006973	D000077613	No
1095	17965424	Positive_Correlation	D005767	D004008	No
1096	17965424	Positive_Correlation	D005767	D000077613	No
1097	17965424	Negative_Correlation	D001241	D001172	No
1098	17965424	Negative_Correlation	D004008	D001172	No
1099	17965424	Comparison	D000077613	D004008	Novel
1100	17965424	Negative_Correlation	D000077613	D001172	No
1101	17975693	Positive_Correlation	D009643	D001008	Novel
1102	17975693	Positive_Correlation	D001008	D024841	Novel
1103	17975693	Positive_Correlation	D002939	D001008	Novel
1104	18046082	Association	c|SUB|G|308|C	D008055	Novel
1105	18046082	Bind	348	D008055	No
1106	18046082	Association	348	C567089	No
1107	18046082	Association	p|SUB|R|150|P	D008055	Novel
1108	18046082	Association	p|SUB|R|150|P	C567089	Novel
1109	18050247	Positive_Correlation	D008180	rs3917815	Novel
1110	18050247	Association	D008180	3663	Novel
1111	18050247	Association	D008180	355	Novel
1112	18050247	Association	D008180	3654	Novel
1113	18050247	Positive_Correlation	D008180	rs10127175	Novel
1114	18050247	Association	D008180	6403	Novel
1115	18165598	Association	4512	D010149	Novel
1116	18165598	Negative_Correlation	D013931	4513	Novel
1117	18165598	Association	4513	D010149	Novel
1118	18165598	Positive_Correlation	4513	5732	Novel
1119	18165598	Association	4513	D010146	Novel
1120	18165598	Positive_Correlation	5732	D010149	Novel
1121	18165598	Negative_Correlation	C116926	D010146	Novel
1122	18165598	Positive_Correlation	D002045	D010149	Novel
1123	18165598	Association	D002045	4512	Novel
1124	18165598	Association	D002045	D017695	Novel
1125	18165598	Positive_Correlation	D002045	4513	Novel
1126	18165598	Positive_Correlation	D002045	5732	Novel
1127	18165598	Positive_Correlation	D002045	D010146	Novel
1128	18165598	Cotreatment	D002045	C116926	Novel
1129	18165598	Comparison	D002045	D008012	Novel
1130	18166824	Association	11144	D007247	Novel
1131	18166824	Association	11144	D016649	Novel
1132	18166824	Association	4439	D016649	Novel
1133	18166824	Association	D007247	4439	Novel
1134	18166824	Association	D007247	rs2227914	Novel
1135	18166824	Association	D007247	rs2075789	Novel
1136	18166824	Association	rs2227914	D016649	Novel
1137	18166824	Association	D016649	rs2075789	Novel
1138	18179903	Positive_Correlation	c|DEL|1177_1178|AA	C536647	Novel
1139	18179903	Negative_Correlation	5913	D020294	Novel
1140	18179903	Negative_Correlation	5913	C536647	Novel
1141	18179903	Association	1146	C537377	No
1142	18189233	Association	rs143544690	D011471	Novel
1143	18189233	Association	D011471	rs627928	No
1144	18189233	Association	D011471	rs486907	No
1145	18189233	Negative_Correlation	6041	6059	No
1146	18189233	Association	6041	D011471	Novel
1147	18310445	Negative_Correlation	443502	443538	No
1148	18310445	Negative_Correlation	443502	443387	No
1149	18310445	Negative_Correlation	26416	652	Novel
1150	18310445	Association	17129	12159	Novel
1151	18310445	Association	17129	652	Novel
1152	18310445	Association	17125	12159	Novel
1153	18310445	Association	17125	652	Novel
1154	18310445	Positive_Correlation	14715	16866	Novel
1155	18310445	Positive_Correlation	16866	14714	Novel
1156	18310445	Association	16323	17127	Novel
1157	18310445	Association	16323	17126	Novel
1158	18310445	Positive_Correlation	16323	443538	Novel
1159	18310445	Positive_Correlation	16323	443387	Novel
1160	18310445	Positive_Correlation	16323	14308	Novel
1161	18310445	Association	16323	12640	No
1162	18310445	Association	16323	14714	No
1163	18310445	Positive_Correlation	14714	26416	Novel
1164	18310445	Association	14714	12912	Novel
1165	18310445	Association	14714	26417	Novel
1166	18310445	Association	14714	26413	Novel
1167	18310445	Positive_Correlation	14714	443538	Novel
1168	18310445	Positive_Correlation	14714	443387	Novel
1169	18310445	Positive_Correlation	14714	14308	Novel
1170	18310445	Association	14714	12640	No
1171	18310445	Association	83729	14308	No
1172	18310445	Association	83729	12640	No
1173	18310445	Association	3624	14308	No
1174	18310445	Association	3624	12640	No
1175	18310445	Negative_Correlation	652	14715	Novel
1176	18310445	Negative_Correlation	652	16866	Novel
1177	18310445	Positive_Correlation	652	16323	Novel
1178	18310445	Association	652	14308	Novel
1179	18310445	Association	652	12640	Novel
1180	18310445	Positive_Correlation	652	14714	Novel
1181	18310445	Association	652	83729	No
1182	18310445	Association	652	3624	No
1183	18356633	Negative_Correlation	D009369	D000617	Novel
1184	18356633	Negative_Correlation	D009369	D000583	Novel
1185	18356633	Negative_Correlation	D006402	D000617	Novel
1186	18356633	Negative_Correlation	D006402	D000583	Novel
1187	18356633	Positive_Correlation	D007674	D003404	No
1188	18356633	Negative_Correlation	D000583	D007239	No
1189	18356633	Negative_Correlation	D000583	D009503	No
1190	18356633	Positive_Correlation	D000583	D007674	Novel
1191	18366737	Association	2271	D014233	No
1192	18366737	Association	2271	C538191	Novel
1193	18366737	Association	2271	D009369	Novel
1194	18366737	Association	2271	C535516	Novel
1195	18366737	Association	2271	D001927	Novel
1196	18385794	Association	338917	D008850	No
1197	18385794	Association	338917	D000853	No
1198	18385794	Association	6657	D008850	No
1199	18385794	Association	6657	D000853	No
1200	18385794	Negative_Correlation	6657	D005124	No
1201	18385794	Association	rs11915160	D008850	Novel
1202	18385794	Association	rs11915160	D000853	Novel
1203	18385794	Association	rs11915160	D005124	Novel
1204	18385794	Association	rs77677339	D000853	Novel
1205	18385794	Association	rs77677339	D005124	Novel
1206	18385794	Association	rs587776776	D008850	Novel
1207	18385794	Association	rs587776776	D000853	Novel
1208	18385794	Positive_Correlation	rs587776776	D005124	Novel
1209	18385794	Association	p|SUB|E||X	D008850	Novel
1210	18385794	Association	p|SUB|E||X	D000853	Novel
1211	18385794	Positive_Correlation	p|SUB|E||X	D005124	Novel
1212	18385794	Association	p|SUB|E|104|X	D008850	Novel
1213	18385794	Association	p|SUB|E|104|X	D000853	Novel
1214	18385794	Positive_Correlation	p|SUB|E|104|X	D005124	Novel
1215	18385794	Association	D008850	rs77677339	Novel
1216	18385794	Association	c|SUB|G|310|T	D008850	Novel
1217	18385794	Association	c|SUB|G|310|T	D000853	Novel
1218	18385794	Positive_Correlation	c|SUB|G|310|T	D005124	Novel
1219	18410548	Association	D010911	9049	No
1220	18410548	Association	9049	D049912	Novel
1221	18410548	Association	rs267606574	D049912	Novel
1222	18439317	Positive_Correlation	c|DEL|-1607|G	C535531	Novel
1223	18439317	Association	D055959	c|DEL|-1607|G	Novel
1224	18439317	Positive_Correlation	c|Allele|D|-1607	D055959	Novel
1225	18439317	Association	4312	D055959	Novel
1226	18439317	Association	C535531	4312	Novel
1227	18439803	Negative_Correlation	D014635	D001224	Novel
1228	18439803	Negative_Correlation	D014635	D018698	Novel
1229	18439803	Negative_Correlation	D014635	D010862	Novel
1230	18439803	Association	C108761	D005680	No
1231	18439803	Association	C108761	D005998	No
1232	18439803	Negative_Correlation	C108761	D001224	Novel
1233	18439803	Negative_Correlation	C108761	D018698	Novel
1234	18439803	Comparison	C108761	D014635	Novel
1235	18439803	Negative_Correlation	C108761	D012640	Novel
1236	18439803	Negative_Correlation	C108761	D010862	Novel
1237	18439803	Negative_Correlation	D012640	D014635	Novel
1238	18439803	Positive_Correlation	D010862	D001224	Novel
1239	18439803	Positive_Correlation	D010862	D018698	Novel
1240	18439803	Positive_Correlation	D010862	D012640	No
1241	18457324	Positive_Correlation	D066126	C010013	No
1242	18457324	Positive_Correlation	D000438	D066126	No
1243	18457324	Association	rs1056892	D000438	Novel
1244	18457324	Association	rs1056892	C010013	Novel
1245	18457324	Positive_Correlation	rs1056892	D006333	Novel
1246	18457324	Association	rs1056892	D018943	Novel
1247	18457324	Association	D006333	D000438	Novel
1248	18457324	Negative_Correlation	D018943	D009369	No
1249	18457324	Positive_Correlation	D018943	D066126	No
1250	18457324	Positive_Correlation	D018943	D006333	Novel
1251	18457324	Association	874	D066126	Novel
1252	18457324	Association	874	D000438	Novel
1253	18457324	Association	874	C010013	Novel
1254	18457324	Association	874	D006333	Novel
1255	18457324	Association	874	D018943	Novel
1256	18470323	Association	7045	C537881	Novel
1257	18470323	Association	rs121909210	C537881	Novel
1258	18483878	Positive_Correlation	D003520	16176	Novel
1259	18483878	Positive_Correlation	D003520	14825	Novel
1260	18483878	Association	D003520	D007249	Novel
1261	18483878	Positive_Correlation	D003520	D003556	No
1262	18483878	Negative_Correlation	22353	D007249	No
1263	18483878	Negative_Correlation	22353	D003556	No
1264	18483878	Association	22353	D003520	No
1265	18503483	Negative_Correlation	D009187	D000068338	Novel
1266	18503483	Positive_Correlation	D009187	D016559	Novel
1267	18503483	Negative_Correlation	D000068338	D020968	Novel
1268	18503483	Positive_Correlation	D016559	D020258	No
1269	18503483	Conversion	D016559	D000068338	No
1270	18503483	Positive_Correlation	D016559	D020968	Novel
1271	18507837	Association	29964	D001943	Novel
1272	18507837	Association	896	D001943	Novel
1273	18507837	Association	896	5225	No
1274	18507837	Association	896	10817	No
1275	18507837	Association	896	29964	No
1276	18507837	Association	896	25862	No
1277	18507837	Association	896	55031	No
1278	18507837	Association	896	705	No
1279	18507837	Association	896	D003643	Novel
1280	18507837	Association	rs2479717	D001943	Novel
1281	18507837	Positive_Correlation	rs2479717	D003643	Novel
1282	18541230	Association	29251	D009404	Novel
1283	18541230	Association	29251	D011692	Novel
1284	18541230	Positive_Correlation	D011692	D009404	No
1285	18541230	Positive_Correlation	D011692	D006949	No
1286	18541230	Positive_Correlation	D011692	D007674	No
1287	18541230	Positive_Correlation	D011692	D006402	No
1288	18541230	Positive_Correlation	D011692	D009401	No
1289	18541230	Negative_Correlation	D000991	D009404	Novel
1290	18541230	Negative_Correlation	D000991	D006949	Novel
1291	18541230	Negative_Correlation	D000991	D007674	Novel
1292	18541230	Negative_Correlation	D000991	D006402	Novel
1293	18541230	Negative_Correlation	D000991	D009401	Novel
1294	18541230	Negative_Correlation	D000991	D011692	Novel
1295	18544179	Positive_Correlation	D020250	C009250	No
1296	18544179	Positive_Correlation	D010149	C009250	No
1297	18544179	Positive_Correlation	D005283	D001919	Novel
1298	18544179	Positive_Correlation	D005283	D007022	Novel
1299	18544179	Positive_Correlation	D005283	D012131	Novel
1300	18544179	Cotreatment	D005283	D003907	No
1301	18544179	Positive_Correlation	D005283	D009325	Novel
1302	18544179	Positive_Correlation	D005283	D014839	Novel
1303	18544179	Positive_Correlation	D005283	D020250	Novel
1304	18544179	Cotreatment	D005283	C009250	Novel
1305	18593936	Negative_Correlation	D009369	D003474	Novel
1306	18593936	Association	20688	D009369	No
1307	18593936	Association	20687	D009369	No
1308	18593936	Association	20683	D009369	No
1309	18593936	Association	D001749	20688	Novel
1310	18593936	Association	D001749	20687	Novel
1311	18593936	Association	D001749	20683	Novel
1312	18593936	Association	D001749	332	Novel
1313	18593936	Association	D001749	2321	Novel
1314	18593936	Association	D001749	7422	Novel
1315	18593936	Association	4790	595	No
1316	18593936	Association	4790	596	No
1317	18593936	Association	4790	332	No
1318	18593936	Association	5698	6671	No
1319	18593936	Association	5698	6670	No
1320	18593936	Association	5698	6667	No
1321	18593936	Association	2321	6671	No
1322	18593936	Association	2321	6670	No
1323	18593936	Association	2321	6667	No
1324	18593936	Association	7422	6671	No
1325	18593936	Association	7422	6670	No
1326	18593936	Association	7422	6667	No
1327	18593936	Association	6671	D001749	No
1328	18593936	Association	6671	595	Novel
1329	18593936	Association	6671	596	Novel
1330	18593936	Association	6671	4790	Novel
1331	18593936	Association	6671	332	Novel
1332	18593936	Association	6670	D001749	No
1333	18593936	Association	6670	595	Novel
1334	18593936	Association	6670	596	Novel
1335	18593936	Association	6670	4790	Novel
1336	18593936	Association	6670	332	Novel
1337	18593936	Association	6667	D001749	No
1338	18593936	Association	6667	595	Novel
1339	18593936	Association	6667	596	Novel
1340	18593936	Association	6667	4790	Novel
1341	18593936	Association	6667	332	Novel
1342	18593936	Negative_Correlation	D003474	20688	Novel
1343	18593936	Negative_Correlation	D003474	20687	Novel
1344	18593936	Negative_Correlation	D003474	20683	Novel
1345	18593936	Negative_Correlation	D003474	D001749	Novel
1346	18593936	Negative_Correlation	D003474	595	Novel
1347	18593936	Negative_Correlation	D003474	596	Novel
1348	18593936	Association	D003474	4790	No
1349	18593936	Association	D003474	5698	Novel
1350	18593936	Negative_Correlation	D003474	332	Novel
1351	18593936	Negative_Correlation	D003474	2321	Novel
1352	18593936	Negative_Correlation	D003474	7422	Novel
1353	18593936	Negative_Correlation	D003474	6671	Novel
1354	18593936	Negative_Correlation	D003474	6670	Novel
1355	18593936	Negative_Correlation	D003474	6667	Novel
1356	18657397	Positive_Correlation	D004827	D010400	No
1357	18657397	Positive_Correlation	D010406	D004827	No
1358	18672102	Association	c|INS|1146+25|A	D006345	Novel
1359	18672102	Association	2626	D004694	Novel
1360	18672102	Association	2626	D013771	Novel
1361	18672102	Association	2626	D006345	Novel
1362	18672102	Association	2626	D006331	No
1363	18672102	Association	rs146017816	D004694	Novel
1364	18672102	Association	rs146017816	D013771	Novel
1365	18672102	Association	rs146017816	D006345	Novel
1366	18672102	Association	p|SUB|S|429|T	D004694	Novel
1367	18672102	Association	p|SUB|S|429|T	D013771	Novel
1368	18672102	Association	p|SUB|S|429|T	D006345	Novel
1369	18672102	Association	rs115099192	D004694	Novel
1370	18672102	Association	rs115099192	D013771	Novel
1371	18672102	Association	rs115099192	D006345	Novel
1372	18672102	Association	rs368489876	D004694	Novel
1373	18672102	Association	rs368489876	D013771	Novel
1374	18672102	Association	rs368489876	D006345	Novel
1375	18672102	Association	rs387906769	D004694	Novel
1376	18672102	Association	rs387906769	D013771	Novel
1377	18672102	Association	rs387906769	D006345	Novel
1378	18672102	Association	rs199922907	D004694	Novel
1379	18672102	Association	rs199922907	D013771	Novel
1380	18672102	Association	rs199922907	D006345	Novel
1381	18672102	Association	|INS|125_126|AA	D004694	Novel
1382	18672102	Association	|INS|125_126|AA	D013771	Novel
1383	18672102	Association	|INS|125_126|AA	D006345	Novel
1384	18672102	Association	|INS|118_119|A	D004694	Novel
1385	18672102	Association	|INS|118_119|A	D013771	Novel
1386	18672102	Association	|INS|118_119|A	D006345	Novel
1387	18672102	Association	|DEL|46|S	D004694	Novel
1388	18672102	Association	|DEL|46|S	D013771	Novel
1389	18672102	Association	|DEL|46|S	D006345	Novel
1390	18672102	Association	D006331	rs146017816	Novel
1391	18672102	Association	D006331	p|SUB|S|429|T	Novel
1392	18672102	Association	D006331	rs115099192	Novel
1393	18672102	Association	D006331	rs368489876	Novel
1394	18672102	Association	D006331	rs387906769	Novel
1395	18672102	Association	D006331	rs199922907	Novel
1396	18672102	Association	D006331	|INS|125_126|AA	Novel
1397	18672102	Association	D006331	|INS|118_119|A	Novel
1398	18672102	Association	D006331	|DEL|46|S	Novel
1399	18674790	Positive_Correlation	24335	84598	Novel
1400	18674790	Positive_Correlation	24335	25125	Novel
1401	18674790	Association	84598	25125	No
1402	18674790	Negative_Correlation	89829	84598	Novel
1403	18674790	Negative_Correlation	89829	25125	Novel
1404	18674790	Association	D005227	D009765	Novel
1405	18674790	Positive_Correlation	D004041	D009765	Novel
1406	18674790	Association	D004317	D000244	Novel
1407	18674790	Negative_Correlation	D004317	D000255	Novel
1408	18674790	Association	D004317	D008055	Novel
1409	18674790	Positive_Correlation	D004317	D006331	Novel
1410	18674790	Positive_Correlation	D004317	D066126	No
1411	18674790	Negative_Correlation	D009765	D000255	Novel
1412	18674790	Association	D009765	65248	Novel
1413	18674790	Association	D009765	25747	Novel
1414	18674790	Association	D009765	54315	Novel
1415	18674790	Association	D009765	25708	Novel
1416	18674790	Association	D009765	246253	Novel
1417	18674790	Positive_Correlation	D009765	D004317	Novel
1418	18681856	Positive_Correlation	D006849	rs121908864	Novel
1419	18681856	Positive_Correlation	D006980	rs121908864	Novel
1420	18681856	Association	7253	D006849	No
1421	18681856	Association	7253	D006980	No
1422	18681856	Association	C563786	7253	No
1423	18681856	Positive_Correlation	C563786	rs121908864	Novel
1424	18779591	Association	D001943	5618	Novel
1425	18779591	Positive_Correlation	D018226	rs72478580	Novel
1426	18779591	Association	D018226	5618	Novel
1427	18779591	Association	5618	6776	Novel
1428	18779591	Association	5618	D001941	Novel
1429	18779591	Association	5617	D001943	Novel
1430	18779591	Association	5617	D018226	Novel
1431	18779591	Bind	5617	5618	No
1432	18779591	Association	5617	D001941	Novel
1433	18808529	Association	D010100	D007022	No
1434	18808529	Association	D010100	D009202	No
1435	18808529	Association	24907	D007511	Novel
1436	18808529	Positive_Correlation	24907	309368	Novel
1437	18808529	Positive_Correlation	24907	24511	Novel
1438	18808529	Positive_Correlation	24907	114489	Novel
1439	18808529	Positive_Correlation	24907	305941	Novel
1440	18808529	Association	24907	11820	No
1441	18808529	Association	24907	D009202	Novel
1442	18808529	Positive_Correlation	D007545	D007511	No
1443	18808529	Positive_Correlation	D007545	D009202	No
1444	18808529	Negative_Correlation	D007545	24907	Novel
1445	18945288	Association	3081	D006713	Novel
1446	18945288	Association	3081	D000474	Novel
1447	18945288	Association	p|FS|R|58||	D000474	Novel
1448	18945288	Association	c|DEL|342|A	D000474	Novel
1449	19037252	Association	C537346	51196	No
1450	19037252	Association	C537346	c|DEL||4	Novel
1451	19048115	Association	5594	D009369	No
1452	19048115	Bind	D006160	3845	No
1453	19048115	Association	D010051	4763	Novel
1454	19048115	Association	675	D010051	No
1455	19048115	Association	672	D010051	No
1456	19048115	Association	D009369	3845	No
1457	19048115	Association	D009369	675	No
1458	19048115	Association	D009369	672	No
1459	19048115	Association	D009369	4763	Novel
1460	19048115	Association	7157	D010051	Novel
1461	19048115	Association	7157	D009369	No
1462	19048115	Association	4763	7157	Novel
1463	19067809	Association	185	D019462	Novel
1464	19067809	Association	185	D007022	Novel
1465	19067809	Association	D013575	185	Novel
1466	19067809	Association	D013575	rs5186	Novel
1467	19067809	Positive_Correlation	rs5186	D019462	Novel
1468	19067809	Association	rs5186	D007022	Novel
1469	19082493	Positive_Correlation	c|INDEL||6	D005472	Novel
1470	19082493	Association	c|INDEL||6	D015179	Novel
1471	19082493	Association	D012004	c|INDEL||6	Novel
1472	19082493	Association	D012004	7298	Novel
1473	19082493	Positive_Correlation	7298	D005472	Novel
1474	19082493	Association	7298	D015179	Novel
1475	19082493	Association	D009369	c|INDEL||6	Novel
1476	19082493	Association	D009369	7298	Novel
1477	19082493	Association	c|DEL|194|6	D015179	Novel
1478	19082493	Association	D015179	c|DUP||28	Novel
1479	19082493	Negative_Correlation	D015179	D005472	No
1480	19082493	Association	D015179	c|SUB|G||C	Novel
1481	19101703	Association	8106	D039141	No
1482	19101703	Association	C019529	8106	No
1483	19101703	Association	D039141	C019529	No
1484	19101703	Positive_Correlation	D039141	c|INS|(GCG)4GCA	Novel
1485	19101703	Positive_Correlation	D039141	c|SUB|(GCG)6(GCA)3GCG||(GCG)6(GCA)(GCG)4(GCA)3GCG	Novel
1486	19108278	Positive_Correlation	D017180	D010042	No
1487	19108278	Positive_Correlation	D004837	D001145	No
1488	19108278	Negative_Correlation	D011433	D010042	Novel
1489	19108278	Negative_Correlation	D011433	D017180	Novel
1490	19108278	Negative_Correlation	D011433	D001145	Novel
1491	19108278	Negative_Correlation	D011433	D004837	Novel
1492	19108278	Negative_Correlation	D011433	D019344	Novel
1493	19108278	Negative_Correlation	D011433	D005947	Novel
1494	19108278	Negative_Correlation	D007545	D011433	Novel
1495	19108278	Positive_Correlation	D007545	D005227	No
1496	19108278	Positive_Correlation	D007545	D019344	No
1497	19108278	Positive_Correlation	D007545	D005947	No
1498	19160446	Association	5027	D003866	No
1499	19160446	Association	5027	D001714	No
1500	19207031	Association	3479	2688	Novel
1501	19207031	Negative_Correlation	2688	D004393	No
1502	19208385	Association	1278	D009140	Novel
1503	19208385	Association	1278	D020300	Novel
1504	19208385	Association	1278	D010013	Novel
1505	19208385	Association	1278	C536044	Novel
1506	19208385	Association	D059327	1278	Novel
1507	19234905	Positive_Correlation	D007980	D004409	No
1508	19276632	Association	rs2293783	D012734	Novel
1509	19276632	Association	rs2293783	D002972	Novel
1510	19276632	Association	rs61753348	D012734	Novel
1511	19276632	Association	rs61753348	D002972	Novel
1512	19276632	Association	rs72667003	D012734	Novel
1513	19276632	Association	rs72667003	D002972	Novel
1514	19276632	Association	D012734	c|SUB|G|*25|A	Novel
1515	19276632	Association	D012734	c|DUP|97|GCC|9-10	Novel
1516	19276632	Association	D012734	c|DUP||GCC|	Novel
1517	19276632	Association	D012734	2295	No
1518	19276632	Negative_Correlation	D012734	D000728	No
1519	19276632	Association	D002972	c|SUB|G|*25|A	Novel
1520	19276632	Association	D002972	c|DUP|97|GCC|9-10	Novel
1521	19276632	Association	D002972	c|DUP||GCC|	Novel
1522	19276632	Association	D002972	2295	No
1523	19276632	Association	14238	C537540	No
1524	19276632	Association	14238	D002972	No
1525	19306381	Association	5747	2065	Novel
1526	19306381	Association	5747	13867	Novel
1527	19306381	Association	2066	5747	Novel
1528	19306381	Association	2066	3688	Novel
1529	19306381	Association	2066	D018319	Novel
1530	19306381	Association	13869	5747	Novel
1531	19306381	Association	13869	3688	Novel
1532	19306381	Association	13869	D018319	Novel
1533	19306381	Association	2065	3688	Novel
1534	19306381	Association	2065	D018319	Novel
1535	19306381	Association	13867	3688	Novel
1536	19306381	Association	13867	D018319	Novel
1537	19306381	Bind	16777	3688	No
1538	19306381	Positive_Correlation	3084	207	Novel
1539	19306381	Positive_Correlation	3084	11651	Novel
1540	19306381	Positive_Correlation	3084	5595	Novel
1541	19306381	Positive_Correlation	3084	5594	Novel
1542	19306381	Positive_Correlation	3084	26417	Novel
1543	19306381	Positive_Correlation	3084	26413	Novel
1544	19306381	Association	3084	9475	Novel
1545	19306381	Association	3084	6093	Novel
